Temparature,Humidity,Moisture,Nitrogen,Potassium,Phosphorous,Fertilizer Name,Crop Type,Soil Type
27.56,59.15,37.01,32,0,1,Millets,Pulses,Sandy
27.56,44.94,44.87,37,1,0,Millets,Cotton,Sandy
27.57,52.6,61.71,7,8,31,Millets,Pulses,Sandy
27.57,60.24,46.64,9,10,19,Ground Nuts,Ground Nuts,Sandy
27.57,58.96,56.6,13,3,39,Oil seeds,Wheat,Sandy
27.57,59.56,44.62,17,3,12,Cotton,Barley,Sandy
27.57,60.98,50.89,17,0,34,Paddy,Tobacco,Sandy
27.57,47.43,38.87,21,0,19,Maize,Sugarcane,Sandy
27.57,53.84,61.93,40,0,2,Millets,Paddy,Sandy
27.57113716,69.13358686,32.19508807,9,0,12,Cotton,Ground Nuts,Sandy
27.58,65.51,52.06,6,4,37,Paddy,Tobacco,Sandy
27.58,56.9,56.18,7,10,33,Millets,Cotton,Sandy
27.58,42.95,129.71,9,113,4,Barley,Sugarcane,Sandy
27.58,64.9,58.56,11,14,10,Maize,Ground Nuts,Sandy
27.58,60.64,42.28,14,2,12,Oil seeds,Wheat,Sandy
27.58,64.59,62.12,14,1,34,Maize,Cotton,Sandy
27.58,61.82,63.26,15,3,39,Cotton,Sugarcane,Sandy
27.58,59.21,31.27,20,2,15,Oil seeds,Cotton,Sandy
27.58,59.21,31.27,20,2,15,Oil seeds,Cotton,Sandy
27.58,59.21,31.27,20,2,15,Oil seeds,Cotton,Sandy
27.58439206,60.43742763,37.42367245,40,3,1,Millets,Ground Nuts,Sandy
27.59,49.54,37.53,7,0,17,Barley,Pulses,Sandy
27.59,50.67,65.48,11,0,41,Ground Nuts,Oil seeds,Sandy
27.59,52.12,42.52,12,3,40,Ground Nuts,Tobacco,Sandy
27.59,59.58,58.65,13,7,34,Oil seeds,Barley,Sandy
27.59,52.68,22.3,16,1,43,Ground Nuts,Tobacco,Sandy
27.59,55.45,46.99,27,3,24,Millets,Wheat,Sandy
27.59,60.38,29.02,35,4,4,Ground Nuts,Maize,Sandy
27.59,46.47,42.99,39,0,4,Maize,Millets,Sandy
27.6,56.81,32.67,0,14,20,Oil seeds,Pulses,Sandy
27.6,58.3,56.77,12,8,26,Barley,Ground Nuts,Sandy
27.6,48.28,62.38,16,4,14,Barley,Ground Nuts,Sandy
27.6,61.91,38.15,22,0,22,Oil seeds,Oil seeds,Sandy
27.6,61.78,39.37,37,0,0,Maize,Paddy,Sandy
27.6,63.87,38.04,45,4,0,Paddy,Oil seeds,Sandy
27.6,63.87,38.04,45,4,0,Paddy,Oil seeds,Sandy
27.61,69.47,34.64,6,0,8,Paddy,Maize,Sandy
27.61,57.05,25.26,18,0,37,Maize,Ground Nuts,Sandy
27.61,71.93,41.84,18,0,29,Ground Nuts,Barley,Sandy
27.61,61.04,41.97,34,2,4,Cotton,Barley,Sandy
27.61,59.67,27.04,35,1,0,Cotton,Maize,Sandy
27.61,52.18,38.91,36,0,3,Maize,Tobacco,Sandy
27.6197422,57.30479086,53.73527237,15,0,36,Oil seeds,Cotton,Sandy
27.62,67.62,64.74,6,3,37,Barley,Barley,Sandy
27.62,56.34,26.36,11,5,33,Millets,Tobacco,Sandy
27.62,44.14,241.71,16,225,37,Paddy,Paddy,Sandy
27.62,54.8,31.39,17,0,22,Oil seeds,Paddy,Sandy
27.62,42.65,109.71,19,93,15,Oil seeds,Ground Nuts,Sandy
27.63,60.94,44.64,7,3,39,Millets,Paddy,Sandy
27.63,47.97,28.92,14,0,11,Oil seeds,Millets,Sandy
27.63,54.5,38.48,19,1,21,Ground Nuts,Cotton,Sandy
27.63,69.25,41.18,19,0,26,Oil seeds,Millets,Sandy
27.63,69.25,41.18,19,0,26,Oil seeds,Millets,Sandy
27.63,69.25,41.18,19,0,26,Oil seeds,Millets,Sandy
27.63,58.09,46.23,22,3,20,Oil seeds,Paddy,Sandy
27.63,45.29,45.88,25,2,22,Paddy,Maize,Sandy
27.63,56.77,28.61,37,0,4,Barley,Cotton,Sandy
27.63771493,50.50037183,36.34385813,9,10,26,Barley,Oil seeds,Sandy
27.64,45.49,55.3,8,3,10,Paddy,Ground Nuts,Sandy
27.64,53.33,51.15,11,1,34,Barley,Cotton,Sandy
27.64,40.23,66.03,38,13,3,Paddy,Sugarcane,Sandy
27.65,53.31,61.72,5,6,31,Paddy,Millets,Sandy
27.65,43.04,134.71,13,118,9,Barley,Ground Nuts,Sandy
27.65,50.22,42.85,15,3,38,Cotton,Barley,Sandy
27.65,58.09,69.07,16,3,32,Barley,Oil seeds,Sandy
27.65,58.09,69.07,16,3,32,Barley,Oil seeds,Sandy
27.65,58.09,69.07,16,3,32,Barley,Oil seeds,Sandy
27.65,55.35,34.36,37,3,0,Cotton,Pulses,Sandy
27.66,47.56,41.75,11,1,9,Barley,Ground Nuts,Sandy
27.66,53.58,40.96,41,0,3,Maize,Cotton,Sandy
27.66,53.58,40.96,41,0,3,Maize,Cotton,Sandy
27.66,53.58,40.96,41,0,3,Maize,Cotton,Sandy
27.67,45.92,36.55,32,1,0,Maize,Sugarcane,Sandy
27.67,57.87,33.61,40,2,0,Barley,Pulses,Sandy
27.67,59.9,26.38,41,0,2,Paddy,Cotton,Sandy
27.68,57.8,70,4,11,27,Cotton,Wheat,Sandy
27.68,66.84,28.69,9,18,20,Millets,Oil seeds,Sandy
27.68,61.68,59.47,18,0,36,Ground Nuts,Paddy,Sandy
27.68,45.34,27.54,26,0,17,Barley,Tobacco,Sandy
27.68,46.99,22.43,35,2,0,Ground Nuts,Barley,Sandy
27.68,56.09,31.09,42,1,1,Barley,Pulses,Sandy
27.68,68.09,32.86,44,4,1,Barley,Barley,Sandy
27.69,66.82,69.38,5,9,31,Oil seeds,Millets,Sandy
27.69,65.61,48.22,8,12,13,Paddy,Oil seeds,Sandy
27.69,55.55,27.9,26,2,22,Maize,Sugarcane,Sandy
27.69,55.55,27.9,26,2,22,Maize,Sugarcane,Sandy
27.69,55.55,27.9,26,2,22,Maize,Sugarcane,Sandy
27.69,58.19,70,31,0,0,Millets,Oil seeds,Sandy
27.69,55.28,34.84,35,1,0,Barley,Ground Nuts,Sandy
27.7,52.81,45.3,8,20,14,Barley,Oil seeds,Sandy
27.7,51.81,52.3,9,1,35,Paddy,Maize,Sandy
27.7,62.14,37.45,21,0,19,Barley,Wheat,Sandy
27.7,66.58,42.63,22,0,29,Ground Nuts,Cotton,Sandy
27.7,60.18,26.58,34,2,0,Oil seeds,Cotton,Sandy
27.7,55.99,39.51,35,0,0,Paddy,Wheat,Sandy
27.7,55.91,25.34,38,0,0,Barley,Millets,Sandy
27.7,45.51,25.68,41,4,0,Ground Nuts,Oil seeds,Sandy
27.71,67.71,47.17,8,9,15,Barley,Pulses,Sandy
27.71,61.57,28.73,14,18,12,Ground Nuts,Sugarcane,Sandy
27.71,44.46,283.71,23,0,25,Paddy,Wheat,Sandy
27.71,60.06,36.77,28,0,19,Oil seeds,Cotton,Sandy
27.71,43.77,212.71,37,196,3,Cotton,Paddy,Sandy
27.71,53.42,37.98,41,0,3,Maize,Maize,Sandy
27.72,44.26,257.71,11,241,30,Paddy,Barley,Sandy
27.72,64.68,48.14,16,2,6,Millets,Paddy,Sandy
27.72,53.82,38.47,40,1,0,Barley,Tobacco,Sandy
27.72,47.55,65.62,40,0,0,Ground Nuts,Wheat,Sandy
27.72,52.05,49.01,44,0,2,Cotton,Maize,Sandy
27.73,59.27,54.2,3,5,35,Oil seeds,Tobacco,Sandy
27.73,53.14,25.75,5,10,32,Millets,Sugarcane,Sandy
27.73,59.28,49.49,10,12,15,Oil seeds,Wheat,Sandy
27.73,55.39,44.28,34,3,4,Paddy,Tobacco,Sandy
27.7348311,69.53435143,47.00983059,8,4,15,Maize,Paddy,Sandy
27.74,52.16,28.11,7,0,44,Maize,Pulses,Sandy
27.74,58.79,39.22,7,8,31,Millets,Wheat,Sandy
27.74,59.78,39.31,11,0,15,Oil seeds,Pulses,Sandy
27.74,65.66,67.85,13,0,36,Ground Nuts,Millets,Sandy
27.74,60.46,44.85,19,0,21,Maize,Wheat,Sandy
27.74637955,59.12769399,26.63637955,4,20,23,Barley,Paddy,Sandy
27.75,51.19,44.54,6,17,17,Oil seeds,Ground Nuts,Sandy
27.75,63.56,36.82,14,4,8,Oil seeds,Tobacco,Sandy
27.75,53.08,32.46,20,0,21,Millets,Oil seeds,Sandy
27.75,48.05,35.2,25,4,24,Paddy,Oil seeds,Sandy
27.75,58.01,48.09,37,0,0,Maize,Millets,Sandy
27.75,53.82,39.79,46,0,3,Maize,Tobacco,Sandy
27.75026186,48.78186223,34.35575181,12,0,35,Ground Nuts,Paddy,Sandy
27.75602937,46.32011454,25.19614392,11,17,12,Maize,Cotton,Sandy
27.76,48.25,32.92,8,0,8,Ground Nuts,Ground Nuts,Sandy
27.76,65.79,45.56,12,15,15,Cotton,Ground Nuts,Sandy
27.76,70.78,43.94,18,3,24,Paddy,Wheat,Sandy
27.76,53.93,55.61,20,0,20,Oil seeds,Cotton,Sandy
27.76,52.38,36.17,22,3,20,Ground Nuts,Oil seeds,Sandy
27.77,59.49,32.14,5,17,21,Maize,Wheat,Sandy
27.77,42.89,127.71,6,111,13,Paddy,Barley,Sandy
27.77,54.61,46.77,12,3,32,Barley,Wheat,Sandy
27.77,55.5,48.92,12,12,24,Maize,Wheat,Sandy
27.77,61.89,27.29,15,0,38,Millets,Wheat,Sandy
27.77,68.01,52.99,16,0,30,Paddy,Cotton,Sandy
27.77,54.87,39.6,17,2,37,Cotton,Ground Nuts,Sandy
27.77,46.81,52.26,25,1,22,Oil seeds,Sugarcane,Sandy
27.77,60.44,28.67,39,3,3,Barley,Maize,Sandy
27.77607138,57.65441966,30.15879463,37,0,3,Barley,Millets,Sandy
27.78,57.1,42.64,10,0,37,Millets,Barley,Sandy
27.78,53.53,62.54,13,8,10,Oil seeds,Wheat,Sandy
27.78,63.49,36.53,19,0,13,Barley,Maize,Sandy
27.78,47.15,25.01,32,0,0,Cotton,Oil seeds,Sandy
27.78459145,66.42736931,39.891392,19,0,18,Cotton,Barley,Sandy
27.79,62.14,30.06,7,10,25,Barley,Sugarcane,Sandy
27.79,46.46,33.4,13,0,38,Barley,Ground Nuts,Sandy
27.79,67.17,27,33,3,0,Ground Nuts,Ground Nuts,Sandy
27.79,60.14,41.16,37,0,4,Barley,Paddy,Sandy
27.79,54.72,69.39,40,0,0,Maize,Maize,Sandy
27.79,51.33,28.88,42,3,0,Maize,Maize,Sandy
27.8,65.85,31.27,9,3,26,Maize,Wheat,Sandy
27.8,59.46,52.44,10,8,35,Maize,Tobacco,Sandy
27.8,66.49,56.09,11,11,14,Millets,Ground Nuts,Sandy
27.8,44.81,22.17,14,1,45,Ground Nuts,Sugarcane,Sandy
27.8,66.95,64.26,14,11,34,Barley,Wheat,Sandy
27.8,61.15,38.19,16,0,40,Cotton,Tobacco,Sandy
27.8062499,66.46031671,59.00748366,17,0,34,Paddy,Cotton,Sandy
27.80687588,50.34995759,35.40806664,20,0,18,Millets,Oil seeds,Sandy
27.81,66.3,59.63,18,1,35,Paddy,Cotton,Sandy
27.81,50.2,35.57,20,0,18,Millets,Oil seeds,Sandy
27.81,67.33,35.83,25,3,19,Barley,Paddy,Sandy
27.81,63.26,43.38,32,0,0,Barley,Wheat,Sandy
27.81,60,25.06,45,0,0,Maize,Barley,Sandy
27.81,60,25.06,45,0,0,Maize,Barley,Sandy
27.82,57.43,30.84,2,15,24,Oil seeds,Cotton,Sandy
27.82,65.01,36.96,8,13,11,Oil seeds,Oil seeds,Sandy
27.82,58.73,41.49,11,4,17,Maize,Ground Nuts,Sandy
27.82,55.13,42.05,20,0,23,Paddy,Tobacco,Sandy
27.82,58.21,39.11,23,3,13,Ground Nuts,Pulses,Sandy
27.82,57.4,31.09,42,0,0,Millets,Oil seeds,Sandy
27.82,48.81,25.68,44,1,0,Ground Nuts,Pulses,Sandy
27.83,54.18,53.54,7,0,9,Ground Nuts,Wheat,Sandy
27.83,50.6,54.62,9,2,36,Paddy,Cotton,Sandy
27.83,49.73,58.42,10,0,9,Millets,Millets,Sandy
27.83,58.41,68.93,10,4,27,Barley,Tobacco,Sandy
27.83,53.18,51.26,12,12,33,Ground Nuts,Maize,Sandy
27.83,67.66,56.62,14,14,19,Barley,Barley,Sandy
27.83,53.2,58.73,14,0,32,Ground Nuts,Pulses,Sandy
27.83,50.75,31.94,15,0,44,Cotton,Paddy,Sandy
27.83,41.06,51.71,15,35,7,Paddy,Sugarcane,Sandy
27.83,48.97,45.35,16,0,20,Maize,Paddy,Sandy
27.83,51.16,44.2,18,0,16,Ground Nuts,Tobacco,Sandy
27.83,53.52,35.02,24,0,20,Paddy,Wheat,Sandy
27.83,55.13,30.2,27,2,19,Cotton,Wheat,Sandy
27.83,45.02,52.22,34,0,1,Oil seeds,Oil seeds,Sandy
27.83,60.88,29.59,40,2,3,Cotton,Sugarcane,Sandy
27.83920454,52.55136997,28.1595581,41,1,0,Maize,Paddy,Sandy
27.84,66.53,36.89,7,11,20,Paddy,Sugarcane,Sandy
27.84,66.53,36.89,7,11,20,Paddy,Sugarcane,Sandy
27.84,66.53,36.89,7,11,20,Paddy,Sugarcane,Sandy
27.84,50.3,41.85,12,7,24,Cotton,Paddy,Sandy
27.84,67.18,46.95,18,0,17,Barley,Cotton,Sandy
27.84,60.23,45.59,24,0,19,Cotton,Paddy,Sandy
27.84,69.92,32.53,43,0,0,Oil seeds,Paddy,Sandy
27.85,52.65,33.33,24,0,13,Maize,Wheat,Sandy
27.85,61.62,28.3,33,0,4,Oil seeds,Paddy,Sandy
27.86,59.09,26.75,4,20,24,Barley,Paddy,Sandy
27.86,67.32,40.15,5,0,9,Ground Nuts,Sugarcane,Sandy
27.86,65.21,33.52,9,18,11,Barley,Wheat,Sandy
27.86,60.04,35.19,13,13,20,Cotton,Ground Nuts,Sandy
27.86,44.14,242.71,13,226,16,Cotton,Barley,Sandy
27.86,59.92,36.56,14,0,40,Maize,Oil seeds,Sandy
27.86,58.24,49.66,14,2,18,Paddy,Barley,Sandy
27.86,50.22,35.4,32,0,0,Maize,Pulses,Sandy
27.87,59.72,43.57,8,0,34,Oil seeds,Barley,Sandy
27.87,55.62,31.24,12,0,42,Maize,Ground Nuts,Sandy
27.87,49.55,33,12,0,38,Paddy,Tobacco,Sandy
27.87,61.38,57.51,13,16,13,Barley,Pulses,Sandy
27.87,61.74,37,26,1,23,Oil seeds,Millets,Sandy
27.88,43.64,195.71,5,179,17,Oil seeds,Barley,Sandy
27.88,56.24,25.31,12,17,7,Paddy,Tobacco,Sandy
27.88,53.3,39.79,15,0,32,Millets,Sugarcane,Sandy
27.89,49.02,36.06,11,10,13,Oil seeds,Millets,Sandy
27.89,49.35,50.6,12,14,12,Cotton,Oil seeds,Sandy
27.89,53.82,40.72,14,0,45,Paddy,Tobacco,Sandy
27.89,59.42,32.46,23,1,19,Cotton,Tobacco,Sandy
27.89,58.78,32.12,37,0,1,Maize,Millets,Sandy
27.89,57.64,45.92,40,0,2,Barley,Paddy,Sandy
27.9,50.42,39.03,6,4,15,Oil seeds,Barley,Sandy
27.9,64.75,32.03,10,13,19,Ground Nuts,Pulses,Sandy
27.9,57.2,31.87,15,0,34,Oil seeds,Pulses,Sandy
27.9,46.88,39.77,15,0,14,Paddy,Barley,Sandy
27.9,47.35,51.36,26,0,23,Ground Nuts,Millets,Sandy
27.9,58.51,31.93,36,3,3,Maize,Millets,Sandy
27.9,56.05,35.89,36,2,0,Millets,Paddy,Sandy
27.9,61.55,43.02,40,0,0,Millets,Tobacco,Sandy
27.91,62.4,41.2,8,16,17,Millets,Pulses,Sandy
27.91,57.81,37.13,20,0,20,Millets,Sugarcane,Sandy
27.91,58.92,33.61,24,0,24,Cotton,Cotton,Sandy
27.91,59.9,44.02,27,1,22,Cotton,Cotton,Sandy
27.91,45.32,31.67,28,3,19,Millets,Wheat,Sandy
27.91,56.12,55.18,32,0,1,Paddy,Barley,Sandy
27.91,48.69,33.26,37,0,0,Ground Nuts,Ground Nuts,Sandy
27.91,58.99,64.03,41,0,0,Oil seeds,Oil seeds,Sandy
27.92,65.12,62.24,13,0,14,Cotton,Barley,Sandy
27.92,52.23,46.52,38,0,0,Millets,Tobacco,Sandy
27.92794057,63.24737669,26.537166,13,0,37,Oil seeds,Pulses,Sandy
27.93,46.76,56.5,7,2,15,Millets,Paddy,Sandy
27.93,64.17,62.13,7,0,6,Maize,Pulses,Sandy
27.93,47.92,50.02,19,4,17,Ground Nuts,Ground Nuts,Sandy
27.94,51.24,67.82,8,0,11,Maize,Tobacco,Sandy
27.94,55.06,48.07,11,0,7,Barley,Millets,Sandy
27.94,53.62,29.48,14,0,41,Ground Nuts,Wheat,Sandy
27.94,55.87,36.48,24,3,18,Cotton,Oil seeds,Sandy
27.94,59.27,46.39,33,1,0,Barley,Cotton,Sandy
27.94,56.62,29.68,39,0,0,Barley,Wheat,Sandy
27.95,69.26,31.79,0,15,18,Barley,Ground Nuts,Sandy
27.95,55.69,57.99,6,10,17,Barley,Tobacco,Sandy
27.95,53.87,46.04,7,4,13,Cotton,Maize,Sandy
27.95,52.04,60.22,12,1,4,Barley,Millets,Sandy
27.95,67.23,46.01,13,2,10,Oil seeds,Cotton,Sandy
27.95,52.18,27.86,41,1,0,Millets,Paddy,Sandy
27.96,53.07,59.54,9,4,33,Ground Nuts,Pulses,Sandy
27.96,54.06,47.23,11,0,17,Cotton,Millets,Sandy
27.96,62.45,52.25,14,11,28,Maize,Paddy,Sandy
27.96,48.06,57.42,42,0,2,Cotton,Oil seeds,Sandy
27.97,58.72,44.33,1,21,19,Barley,Ground Nuts,Sandy
27.97,47.17,23.87,7,0,10,Ground Nuts,Pulses,Sandy
27.97,53.64,28.44,7,3,32,Ground Nuts,Sugarcane,Sandy
27.97,47.65,45.75,8,2,39,Cotton,Paddy,Sandy
27.97,61.87,53.56,9,2,28,Maize,Maize,Sandy
27.97,63.97,29.3,10,2,37,Ground Nuts,Oil seeds,Sandy
27.97,47.42,60.83,13,3,18,Oil seeds,Maize,Sandy
27.98,42.2,85.71,7,69,14,Maize,Pulses,Sandy
27.98,63.97,45.35,12,17,18,Ground Nuts,Barley,Sandy
27.98,60.54,46.23,13,3,34,Paddy,Maize,Sandy
27.98,52.26,44.53,19,0,14,Millets,Oil seeds,Sandy
27.98,46.24,47.68,21,0,24,Paddy,Maize,Sandy
27.98,51.57,32.44,40,3,4,Barley,Sugarcane,Sandy
27.98,66.44,24.95,43,0,0,Oil seeds,Ground Nuts,Sandy
27.99,49.45,28.34,5,1,10,Cotton,Oil seeds,Sandy
27.99,52.83,35.74,11,12,21,Paddy,Ground Nuts,Sandy
27.99,45.61,37.12,41,4,2,Millets,Maize,Sandy
28,54,25,9,10,30,Cotton,Maize,Sandy
28,54,25,9,10,30,Cotton,Maize,Sandy
28,54,25,9,10,30,Cotton,Maize,Sandy
28,54,43,10,8,29,Cotton,Paddy,Sandy
28,54,43,10,8,29,Cotton,Paddy,Sandy
28,54,43,10,8,29,Cotton,Paddy,Sandy
28,47.27,57.35,13,0,13,Paddy,Tobacco,Sandy
28,58.95,32.66,19,0,33,Ground Nuts,Pulses,Sandy
28,41.61,65.71,23,49,22,Ground Nuts,Oil seeds,Sandy
28,54,46,35,0,0,Paddy,Paddy,Sandy
28,54,46,35,0,0,Paddy,Paddy,Sandy
28,54,46,35,0,0,Paddy,Paddy,Sandy
28,54,46,35,0,0,Paddy,Paddy,Sandy
28,54,46,35,0,0,Paddy,Paddy,Sandy
28,54,46,35,0,0,Paddy,Paddy,Sandy
28,54,46,35,0,0,Paddy,Paddy,Sandy
28,54,46,35,0,0,Paddy,Paddy,Sandy
28,54,46,35,0,0,Paddy,Paddy,Sandy
28,54,46,35,0,0,Paddy,Paddy,Sandy
28,54,46,35,0,0,Paddy,Paddy,Sandy
28,54,46,35,0,0,Paddy,Paddy,Sandy
28,54,41,36,0,0,Paddy,Paddy,Sandy
28,54,41,36,0,0,Paddy,Paddy,Sandy
28,54,41,36,0,0,Paddy,Paddy,Sandy
28,54,35,41,0,0,Paddy,Millets,Sandy
28,54,35,41,0,0,Paddy,Millets,Sandy
28,54,35,41,0,0,Paddy,Millets,Sandy
28,51.97,28.7,42,2,4,Millets,Millets,Sandy
28.00479146,61.72619045,43.82417487,7,3,39,Maize,Paddy,Sandy
28.00765584,52.25618516,34.53057488,6,12,19,Cotton,Ground Nuts,Sandy
28.01,52.18,34.37,6,13,19,Cotton,Ground Nuts,Sandy
28.01,50.4,61.19,6,2,11,Oil seeds,Millets,Sandy
28.01,42.25,87.71,6,71,23,Oil seeds,Maize,Sandy
28.01,54.25,39.67,23,4,14,Millets,Maize,Sandy
28.01,69.78,32.44,25,3,21,Maize,Barley,Sandy
28.01,66.74,40.07,39,0,0,Maize,Oil seeds,Sandy
28.02,66.84,58.92,5,12,33,Paddy,Paddy,Sandy
28.02,58.94,45.14,8,0,33,Oil seeds,Pulses,Sandy
28.02,48.84,51.42,8,3,29,Millets,Wheat,Sandy
28.02,63.79,48.61,9,0,8,Ground Nuts,Oil seeds,Sandy
28.02,54.85,55.71,10,9,18,Maize,Sugarcane,Sandy
28.02,48.4,57.89,16,0,30,Barley,Maize,Sandy
28.02,53.05,28.07,26,0,18,Paddy,Ground Nuts,Sandy
28.02,43.47,171.71,33,155,2,Millets,Sugarcane,Sandy
28.02061811,49.2145598,48.25329569,8,1,39,Ground Nuts,Paddy,Sandy
28.03,42.81,120.71,5,104,14,Barley,Sugarcane,Sandy
28.03,64.04,30.17,9,0,15,Millets,Maize,Sandy
28.03,51.46,40.88,10,3,11,Ground Nuts,Tobacco,Sandy
28.03,53.76,60.86,13,0,10,Paddy,Wheat,Sandy
28.04,63.25,67.45,14,2,35,Paddy,Maize,Sandy
28.04,63.56,31.44,35,2,4,Millets,Ground Nuts,Sandy
28.04,57.31,37.69,40,3,2,Paddy,Maize,Sandy
28.04,55.51,49.43,40,0,4,Millets,Wheat,Sandy
28.04,68.04,35.47,41,0,0,Oil seeds,Tobacco,Sandy
28.05,52.74,43.39,4,21,17,Ground Nuts,Pulses,Sandy
28.05,59.27,27.07,7,3,13,Maize,Tobacco,Sandy
28.05,62.05,36.35,9,0,11,Oil seeds,Paddy,Sandy
28.05,53.77,30.81,35,4,1,Maize,Pulses,Sandy
28.06,66.55,38.84,5,11,24,Maize,Tobacco,Sandy
28.06,44.09,231.71,10,215,16,Barley,Tobacco,Sandy
28.06,60.94,51.32,12,0,5,Barley,Cotton,Sandy
28.06,49.09,36,21,0,26,Millets,Ground Nuts,Sandy
28.07,60.67,37.38,5,8,27,Maize,Wheat,Sandy
28.07,52.91,43.54,8,13,16,Maize,Tobacco,Sandy
28.07,71.21,43.64,10,12,9,Barley,Tobacco,Sandy
28.07,61.55,53.65,12,0,8,Ground Nuts,Millets,Sandy
28.07,57.06,54.6,12,0,17,Cotton,Oil seeds,Sandy
28.07,71.72,34.22,43,0,0,Oil seeds,Tobacco,Sandy
28.07625518,61.23096395,28.46687599,33,0,3,Oil seeds,Paddy,Sandy
28.08,51.05,51.19,9,1,39,Oil seeds,Paddy,Sandy
28.08,56.34,41.97,11,1,8,Paddy,Tobacco,Sandy
28.08,52.69,32.35,12,3,34,Ground Nuts,Ground Nuts,Sandy
28.08,60.76,31.53,13,0,40,Millets,Wheat,Sandy
28.08,58.59,44.33,24,3,20,Cotton,Millets,Sandy
28.08,63.94,40.47,26,2,16,Paddy,Pulses,Sandy
28.08,52.1,36.43,35,0,0,Maize,Millets,Sandy
28.08,53.67,37.19,39,0,0,Barley,Paddy,Sandy
28.08,58.23,37.23,39,2,0,Cotton,Tobacco,Sandy
28.09,62.05,41.9,7,4,9,Cotton,Wheat,Sandy
28.09,63.65,22.19,10,1,38,Millets,Millets,Sandy
28.09,56.62,36.14,10,0,34,Maize,Ground Nuts,Sandy
28.09,56.62,36.14,10,0,34,Maize,Ground Nuts,Sandy
28.09,56.62,36.14,10,0,34,Maize,Ground Nuts,Sandy
28.09,68.54,27.88,11,5,32,Barley,Maize,Sandy
28.09,53.58,27.41,13,6,14,Millets,Ground Nuts,Sandy
28.09,50.46,25.38,18,1,36,Paddy,Barley,Sandy
28.09,63.83,24.31,21,0,17,Oil seeds,Tobacco,Sandy
28.09,61.48,39.32,39,0,0,Millets,Tobacco,Sandy
28.1,59.34,39.97,4,18,16,Ground Nuts,Sugarcane,Sandy
28.1,69.82,63,6,7,28,Barley,Maize,Sandy
28.1,43.56,186.71,13,170,19,Millets,Barley,Sandy
28.1,67.83,28.1,19,0,28,Maize,Ground Nuts,Sandy
28.1,47.62,47.44,36,0,1,Oil seeds,Pulses,Sandy
28.1,57.31,69.25,40,0,0,Barley,Millets,Sandy
28.1,63.12,59.22,41,2,1,Maize,Wheat,Sandy
28.11,66.77,34.26,3,18,21,Oil seeds,Wheat,Sandy
28.11,45.27,48.25,7,8,24,Paddy,Paddy,Sandy
28.11,47.2,36.8,10,0,35,Maize,Paddy,Sandy
28.11,64.09,65.53,13,3,34,Paddy,Pulses,Sandy
28.11,45.22,66.38,14,3,19,Oil seeds,Maize,Sandy
28.11,55.71,25.36,38,3,0,Cotton,Maize,Sandy
28.11061468,53.32451212,23.76303196,13,1,9,Millets,Pulses,Sandy
28.1139195,59.29747568,48.11963667,16,0,36,Maize,Tobacco,Sandy
28.12,57.98,53.96,6,4,19,Cotton,Wheat,Sandy
28.12,66.34,32.71,10,1,13,Millets,Millets,Sandy
28.12,49.45,37.57,18,2,16,Oil seeds,Sugarcane,Sandy
28.12,58.63,70,37,0,0,Paddy,Maize,Sandy
28.12,45.77,43.16,44,1,0,Ground Nuts,Ground Nuts,Sandy
28.13,52.62,45.16,3,10,28,Paddy,Wheat,Sandy
28.13,53.68,52.13,6,13,26,Millets,Cotton,Sandy
28.13,51.6,58.09,11,2,38,Cotton,Tobacco,Sandy
28.13,62.39,53.4,15,0,8,Cotton,Cotton,Sandy
28.13,55.71,50.38,18,3,20,Cotton,Cotton,Sandy
28.13,56.05,29.83,33,0,1,Paddy,Cotton,Sandy
28.14,68.89,31.96,11,9,33,Millets,Cotton,Sandy
28.14,64.83,42.85,14,0,7,Ground Nuts,Wheat,Sandy
28.14,67.92,37.97,17,0,21,Millets,Millets,Sandy
28.14,44.5,289.71,34,3,0,Cotton,Paddy,Sandy
28.15,66.16,50.58,8,6,18,Paddy,Oil seeds,Sandy
28.15,40.67,31.16,19,22,15,Paddy,Ground Nuts,Sandy
28.16,63.93,44.75,1,6,32,Ground Nuts,Tobacco,Sandy
28.16,57.48,62.2,6,0,7,Barley,Cotton,Sandy
28.16,54.87,44.86,10,4,4,Cotton,Ground Nuts,Sandy
28.16,53.4,40.78,13,0,17,Maize,Millets,Sandy
28.16,47.49,29.78,14,13,13,Millets,Maize,Sandy
28.16,58.55,25.26,18,1,15,Maize,Barley,Sandy
28.16,51.2,43.04,20,0,26,Barley,Barley,Sandy
28.16,49.51,36.1,32,3,1,Barley,Ground Nuts,Sandy
28.17,58.69,34.11,12,8,33,Maize,Cotton,Sandy
28.17,58.69,34.11,12,8,33,Maize,Cotton,Sandy
28.17,58.69,34.11,12,8,33,Maize,Cotton,Sandy
28.17,50.1,57.67,14,0,6,Ground Nuts,Cotton,Sandy
28.17,44.52,291.71,27,4,15,Oil seeds,Cotton,Sandy
28.17,50.93,37.01,30,0,0,Ground Nuts,Sugarcane,Sandy
28.17,63.82,46.27,35,0,0,Ground Nuts,Wheat,Sandy
28.18,65.54,54.63,12,19,12,Paddy,Millets,Sandy
28.18,56.88,55.26,23,4,18,Cotton,Cotton,Sandy
28.18764971,56.48545403,39.9640503,38,0,3,Cotton,Paddy,Sandy
28.19,58.68,38.45,11,10,13,Cotton,Pulses,Sandy
